0,1,2
2039,9,893089
2040,10,202872
2041,11,202419
2042,12,663439
2043,13,663436
2044,14,220338
2045,15,219895
2046,16,882261
2047,17,883143
2048,1,911932
2049,2,207463
2050,3,678640
2051,4,225054
2052,5,1119185
2053,6,903025
2054,8,911953
2055,9,912391
2056,10,207466
2057,11,207009
2058,12,678651
2059,13,678642
2060,14,225062
2061,15,224613
2062,16,902165
2063,17,903047
2064,1,932216
2065,2,212301
2066,3,693872
2067,4,229754
2068,5,1144357
2069,6,922823
2070,8,932301
2071,9,932725
2072,10,212304
2073,11,211851
2074,12,693879
2075,13,693882
2076,14,229764
2077,15,229321
2078,16,922011
2079,17,922907
2080,1,952538
2081,2,217187
2082,3,709522
2083,4,234546
2084,5,1169719
2085,6,943039
2086,8,952779
2087,9,953209
2088,10,217192
2089,11,216739
2090,12,709523
2091,13,709520
2092,14,234554
2093,15,234109
2094,16,942205
2095,17,943133
2096,1,972488
2097,2,221981
2098,3,724359
2099,4,239168
2100,5,1194619
2101,6,962559
2102,8,972885
2103,9,973313
2104,10,221988
2105,11,221529
2106,12,724355
2107,13,724358
2108,14,239176
2109,15,238729
2110,16,961755
2111,17,962639
2112,1,992300
2113,2,226654
2114,3,739531
2115,4,243934
2116,5,1218826
2117,6,982630
2118,8,992419
2119,9,992847
2120,10,226657
2121,11,226204
2122,12,739548
2123,13,739547
2124,14,243948
2125,15,243499
2126,16,981862
2127,17,982740
2128,1,1012610
2129,2,231492
2130,3,755495
2131,4,248779
2132,5,1244016
2133,6,1003105
2134,8,1012767
2135,9,1013193
2136,10,231495
2137,11,231042
2138,12,755569
2139,13,755566
2140,14,248785
2141,15,248339
2142,16,1002266
2143,17,1003149
2144,1,1032804
2145,2,236314
2146,3,770628
2147,4,253580
2148,5,1269111
2149,6,1023285
2150,8,1033016
2151,9,1033448
2152,10,236320
2153,11,235861
2154,12,770631
2155,13,770636
2156,14,253582
2157,15,253135
2158,16,1022473
2159,17,1023349
2160,1,1052901
2161,2,241197
2162,3,786328
2163,4,258450
2164,5,1294405
2165,6,1043833
2166,8,1053474
2167,9,1053888
2168,10,241202
2169,11,240747
2170,12,786323
2171,13,786320
2172,14,258448
2173,15,257997
2174,16,1043007
2175,17,1043895
2176,1,1072719
2177,2,245807
2178,3,801282
2179,4,263170
2180,5,1318437
2181,6,1063749
2182,8,1072864
2183,9,1073298
2184,10,245810
2185,11,245357
2186,12,801277
2187,13,801274
2188,14,263174
2189,15,262725
2190,16,1062877
2191,17,1063757
2192,1,1092809
2193,2,250595
2194,3,816866
2195,4,267990
2196,5,1343263
2197,6,1084065
2198,8,1092936
2199,9,1093344
2200,10,250600
2201,11,250143
2202,12,816923
2203,13,816918
2204,14,267990
2205,15,267541
2206,16,1083181
2207,17,1084063
2208,1,1112825
2209,2,255377
2210,3,831804
2211,4,272618
2212,5,1368193
2213,6,1103687
2214,8,1113052
2215,9,1113496
2216,10,255384
2217,11,254933
2218,12,831813
2219,13,831794
2220,14,272632
2221,15,272187
2222,16,1102859
2223,17,1103733
2224,1,1132837
2225,2,260227
2226,3,847654
2227,4,277578
2228,5,1393325
2229,6,1124587
2230,8,1133336
2231,9,1133776
2232,10,260230
2233,11,259773
2234,12,847671
2235,13,847686
2236,14,277586
2237,15,277135
2238,16,1123741
2239,17,1124627
2240,1,1152995
2241,2,264943
2242,3,862550
2243,4,282144
2244,5,1417865
2245,6,1143847
2246,8,1153160
2247,9,1153596
2248,10,264948
2249,11,264493
2250,12,862551
2251,13,862554
2252,14,282150
2253,15,281703
2254,16,1143019
2255,17,1143891
2256,1,1172955
2257,2,269679
2258,3,878168
2259,4,287036
2260,5,1442467
2261,6,1164465
2262,8,1173038
2263,9,1173460
2264,10,269682
2265,11,269227
2266,12,878163
2267,13,878162
2268,14,287044
2269,15,286595
2270,16,1163629
2271,17,1164509
2272,1,1193097
2273,2,274497
2274,3,892950
2275,4,291620
2276,5,1467501
2277,6,1183841
2278,8,1193244
2279,9,1193678
2280,10,274502
2281,11,274049
2282,12,892945
2283,13,892946
2284,14,291618
2285,15,291171
2286,16,1182975
2287,17,1183839
2288,1,1213121
2289,2,279359
2290,3,908730
2291,4,296488
2292,5,1492669
2293,6,1204341
2294,8,1213560
2295,9,1213990
2296,10,279364
2297,11,278909
2298,12,908727
2299,13,908752
2300,14,296488
2301,15,296039
2302,16,1203519
2303,17,1204395
2304,1,1233099
2305,2,284117
2306,3,923226
2307,4,301042
2308,5,1517439
2309,6,1223545
2310,8,1233556
2311,9,1233988
2312,10,284124
2313,11,283667
2314,12,923225
2315,13,923228
2316,14,301042
2317,15,300599
2318,16,1222723
2319,17,1223589
2320,1,1253011
2321,2,288785
2322,3,938598
2323,4,305790
2324,5,1541633
2325,6,1243609
2326,8,1253086
2327,9,1253516
2328,10,288788
2329,11,288331
2330,12,938685
2331,13,938680
2332,14,305794
2333,15,305355
2334,16,1242793
2335,17,1243657
2336,1,1273237
2337,2,293647
2338,3,953700
2339,4,310522
2340,5,1566833
2341,6,1263533
2342,8,1273428
2343,9,1273860
2344,10,293652
2345,11,293195
2346,12,953695
2347,13,953692
2348,14,310534
2349,15,310085
2350,16,1262725
2351,17,1263595
2352,1,1293335
2353,2,298499
2354,3,969828
2355,4,315486
2356,5,1592033
2357,6,1284485
2358,8,1293774
2359,9,1294194
2360,10,298502
2361,11,298047
2362,12,970029
2363,13,969916
2364,14,315492
2365,15,315051
2366,16,1283593
2367,17,1284463
2368,1,1313455
2369,2,303311
2370,3,984708
2371,4,320110
2372,5,1617055
2373,6,1303929
2374,8,1313972
2375,9,1314406
2376,10,303314
2377,11,302857
2378,12,984723
2379,13,984720
2380,14,320116
2381,15,319673
2382,16,1303101
2383,17,1303975
2384,1,1333161
2385,2,307891
2386,3,999332
2387,4,324690
2388,5,1640849
2389,6,1323241
2390,8,1333212
2391,9,1333638
2392,10,307898
2393,11,307441
2394,12,999365
2395,13,999376
2396,14,324706
2397,15,324263
2398,16,1322479
2399,17,1323347
2400,1,1353321
2401,2,312707
2402,3,1014474
2403,4,329430
2404,5,1665941
2405,6,1343217
2406,8,1353468
2407,9,1353912
2408,10,312714
2409,11,312259
2410,12,1014507
2411,13,1014556
2412,14,329448
2413,15,328997
2414,16,1342417
2415,17,1343323
2416,1,1373735
2417,2,317609
2418,3,1030388
2419,4,334280
2420,5,1691415
2421,6,1363763
2422,8,1374040
2423,9,1374480
2424,10,317614
2425,11,317157
2426,12,1030385
2427,13,1030382
2428,14,334282
2429,15,333835
2430,16,1362943
2431,17,1363833
2432,1,1393835
2433,2,322477
2434,3,1045742
2435,4,339124
2436,5,1716611
2437,6,1384177
2438,8,1394388
2439,9,1394818
2440,10,322480
2441,11,322023
2442,12,1045747
2443,13,1045744
2444,14,339118
2445,15,338675
2446,16,1383321
2447,17,1384187
2448,1,1413529
2449,2,327063
2450,3,1060858
2451,4,343772
2452,5,1740387
2453,6,1403797
2454,8,1413572
2455,9,1414006
2456,10,327068
2457,11,326613
2458,12,1060873
2459,13,1060870
2460,14,343786
2461,15,343343
2462,16,1403023
2463,17,1403861
2464,1,1433537
2465,2,331869
2466,3,1076466
2467,4,348678
2468,5,1765331
2469,6,1424453
2470,8,1433712
2471,9,1434132
2472,10,331872
2473,11,331417
2474,12,1076507
2475,13,1076498
2476,14,348698
2477,15,348241
2478,16,1423659
2479,17,1424539
2480,1,1453865
2481,2,336733
2482,3,1092364
2483,4,353534
2484,5,1790669
2485,6,1444935
2486,8,1454186
2487,9,1454618
2488,10,336736
2489,11,336281
2490,12,1092375
2491,13,1092384
2492,14,353546
2493,15,353097
2494,16,1444101
2495,17,1444981
2496,1,1473893
2497,2,341599
2498,3,1108104
2499,4,358494
2500,5,1815877
2501,6,1465865
2502,8,1474502
2503,9,1474940
2504,10,341602
2505,11,341147
2506,12,1108103
2507,13,1108106
2508,14,358502
2509,15,358053
2510,16,1465035
2511,17,1465941
2512,1,1493697
2513,2,346155
2514,3,1122812
2515,4,363018
2516,5,1839611
2517,6,1484931
2518,8,1493710
2519,9,1494142
2520,10,346158
2521,11,345703
2522,12,1122809
2523,13,1122808
2524,14,363028
2525,15,362571
2526,16,1484077
2527,17,1484983
2528,1,1513905
2529,2,350989
2530,3,1138238
2531,4,367820
2532,5,1864747
2533,6,1505171
2534,8,1514000
2535,9,1514432
2536,10,350994
2537,11,350537
2538,12,1138263
2539,13,1138262
2540,14,367824
2541,15,367379
2542,16,1504321
2543,17,1505201
2544,1,1534095
2545,2,355875
2546,3,1153976
2547,4,372740
2548,5,1890105
2549,6,1525941
2550,8,1534458
2551,9,1534898
2552,10,355880
2553,11,355425
2554,12,1153981
2555,13,1153982
2556,14,372752
2557,15,372305
2558,16,1525089
2559,17,1525955
2560,1,1554407
2561,2,360751
2562,3,1169926
2563,4,377700
2564,5,1915435
2565,6,1546799
2566,8,1554930
2567,9,1555374
2568,10,360758
2569,11,360303
2570,12,1169931
2571,13,1169928
2572,14,377712
2573,15,377265
2574,16,1545915
2575,17,1546817
2576,1,1574135
2577,2,365333
2578,3,1184894
2579,4,382372
2580,5,1939237
2581,6,1566459
2582,8,1574156
2583,9,1574570
2584,10,365338
2585,11,364885
2586,12,1184895
2587,13,1184886
2588,14,382384
2589,15,381935
2590,16,1565627
2591,17,1566505
2592,1,1594251
2593,2,370157
2594,3,1200698
2595,4,387240
2596,5,1964373
2597,6,1586969
2598,8,1594452
2599,9,1594878
2600,10,370160
2601,11,369711
2602,12,1200721
2603,13,1200692
2604,14,387244
2605,15,386791
2606,16,1586159
2607,17,1587041
2608,1,1614289
2609,2,374963
2610,3,1216256
2611,4,392044
2612,5,1989327
2613,6,1607307
2614,8,1614612
2615,9,1615028
2616,10,374968
2617,11,374511
2618,12,1216267
2619,13,1216268
2620,14,392046
2621,15,391603
2622,16,1606433
2623,17,1607319
2624,1,1634451
2625,2,379823
2626,3,1232380
2627,4,397020
2628,5,2014543
2629,6,1628245
2630,8,1634992
2631,9,1635416
2632,10,379826
2633,11,379375
2634,12,1232411
2635,13,1232410
2636,14,397038
2637,15,396591
2638,16,1627439
2639,17,1628319
2640,1,1654245
2641,2,384465
2642,3,1247098
2643,4,401636
2644,5,2038651
2645,6,1647707
2646,8,1654418
2647,9,1654854
2648,10,384468
2649,11,384015
2650,12,1247095
2651,13,1247094
2652,14,401646
2653,15,401195
2654,16,1646871
2655,17,1647759
2656,1,1674739
2657,2,389339
2658,3,1262892
2659,4,406566
2660,5,2063967
2661,6,1668495
2662,8,1674872
2663,9,1675308
2664,10,389346
2665,11,388893
2666,12,1262889
2667,13,1262888
2668,14,406580
2669,15,406131
2670,16,1667703
2671,17,1668597
2672,1,1694839
2673,2,394177
2674,3,1277804
2675,4,411278
2676,5,2089077
2677,6,1688397
2678,8,1695156
2679,9,1695580
2680,10,394180
2681,11,393725
2682,12,1277799
2683,13,1277796
2684,14,411276
2685,15,410829
2686,16,1687515
2687,17,1688399
2688,1,1715217
2689,2,399051
2690,3,1293170
2691,4,416012
2692,5,2114479
2693,6,1708417
2694,8,1715662
2695,9,1716100
2696,10,399056
2697,11,398599
2698,12,1293169
2699,13,1293170
2700,14,416022
2701,15,415577
2702,16,1707549
2703,17,1708433
2704,1,1734905
2705,2,403645
2706,3,1307162
2707,4,420354
2708,5,2138307
2709,6,1726747
2710,8,1734908
2711,9,1735332
2712,10,403648
2713,11,403193
2714,12,1307189
2715,13,1307182
2716,14,420376
2717,15,419927
2718,16,1725865
2719,17,1726733
2720,1,1755437
2721,2,408561
2722,3,1322582
2723,4,425136
2724,5,2163909
2725,6,1746897
2726,8,1755582
2727,9,1756020
2728,10,408564
2729,11,408105
2730,12,1322577
2731,13,1322576
2732,14,425142
2733,15,424705
2734,16,1746069
2735,17,1746941
2736,1,1776003
2737,2,413499
2738,3,1338620
2739,4,430100
2740,5,2189601
2741,6,1767817
2742,8,1776364
2743,9,1776784
2744,10,413502
2745,11,413045
2746,12,1338627
2747,13,1338626
2748,14,430106
2749,15,429663
2750,16,1766985
2751,17,1767869
2752,1,1796173
2753,2,418353
2754,3,1354104
2755,4,434910
2756,5,2214753
2757,6,1788179
2758,8,1796642
2759,9,1797074
2760,10,418358
2761,11,417901
2762,12,1354099
2763,13,1354104
2764,14,434916
2765,15,434467
2766,16,1787337
2767,17,1788243
2768,1,1815951
2769,2,422979
2770,3,1368690
2771,4,439462
2772,5,2238731
2773,6,1807447
2774,8,1815994
2775,9,1816426
2776,10,422982
2777,11,422527
2778,12,1368715
2779,13,1368712
2780,14,439476
2781,15,439025
2782,16,1806651
2783,17,1807509
2784,1,1836187
2785,2,427835
2786,3,1384432
2787,4,444292
2788,5,2263951
2789,6,1827797
2790,8,1836364
2791,9,1836792
2792,10,427838
2793,11,427381
2794,12,1384427
2795,13,1384424
2796,14,444296
2797,15,443855
2798,16,1826951
2799,17,1827823
2800,1,1856487
2801,2,432737
2802,3,1399508
2803,4,449052
2804,5,2289385
2805,6,1847889
2806,8,1856884
2807,9,1857324
2808,10,432742
2809,11,432285
2810,12,1399611
2811,13,1399610
2812,14,449062
2813,15,448617
2814,16,1847013
2815,17,1847891
2816,1,1876669
2817,2,437539
2818,3,1415202
2819,4,453824
2820,5,2314291
2821,6,1867951
2822,8,1876998
2823,9,1877430
2824,10,437542
2825,11,437087
2826,12,1415205
2827,13,1415196
2828,14,453830
2829,15,453381
2830,16,1867133
2831,17,1867999
2832,1,1896493
2833,2,442235
2834,3,1430828
2835,4,458778
2836,5,2338601
2837,6,1888785
2838,8,1896608
2839,9,1897044
2840,10,442240
2841,11,441787
2842,12,1430823
2843,13,1430826
2844,14,458782
2845,15,458337
2846,16,1887947
2847,17,1888829
2848,1,1916637
2849,2,447067
2850,3,1446672
2851,4,463702
2852,5,2363721
2853,6,1909565
2854,8,1916894
2855,9,1917326
2856,10,447070
2857,11,446619
2858,12,1446697
2859,13,1446694
2860,14,463700
2861,15,463251
2862,16,1908683
2863,17,1909575
2864,1,1936827
2865,2,451893
2866,3,1462012
2867,4,468478
2868,5,2388825
2869,6,1929737
2870,8,1937172
2871,9,1937612
2872,10,451896
2873,11,451441
2874,12,1462019
2875,13,1462014
2876,14,468488
2877,15,468041
2878,16,1928895
2879,17,1929765
2880,1,1957045
2881,2,456741
2882,3,1477526
2883,4,473142
2884,5,2414005
2885,6,1949407
2886,8,1957508
2887,9,1957934
2888,10,456744
2889,11,456289
2890,12,1477527
2891,13,1477534
2892,14,473146
2893,15,472697
2894,16,1948541
2895,17,1949445
2896,1,1976819
2897,2,461365
2898,3,1492632
2899,4,477886
2900,5,2437981
2901,6,1969363
2902,8,1976868
2903,9,1977282
2904,10,461368
2905,11,460915
2906,12,1492645
2907,13,1492638
2908,14,477888
2909,15,477445
2910,16,1968533
2911,17,1969413
2912,1,1996903
2913,2,466177
2914,3,1507968
2915,4,482682
2916,5,2462985
2917,6,1989555
2918,8,1997044
2919,9,1997472
2920,10,466182
2921,11,465725
2922,12,1507969
2923,13,1507974
2924,14,482680
2925,15,482233
2926,16,1988719
2927,17,1989595
2928,1,2016919
2929,2,471019
2930,3,1522998
2931,4,487396
2932,5,2488073
2933,6,2009449
2934,8,2017280
2935,9,2017720
2936,10,471020
2937,11,470565
2938,12,1522993
2939,13,1522998
2940,14,487396
2941,15,486947
2942,16,2008575
2943,17,2009451
2944,1,2036977
2945,2,475851
2946,3,1538890
2947,4,492322
2948,5,2513153
2949,6,2030269
2950,8,2037540
2951,9,2037982
2952,10,475858
2953,11,475395
2954,12,1538891
2955,13,1538888
2956,14,492328
2957,15,491879
2958,16,2029437
2959,17,2030329
2960,1,2056663
2961,2,480407
2962,3,1552670
2963,4,496644
2964,5,2536859
2965,6,2048445
2966,8,2056672
2967,9,2057106
2968,10,480410
2969,11,479953
2970,12,1552673
2971,13,1552672
2972,14,496648
2973,15,496203
2974,16,2047613
2975,17,2048493
2976,1,2076857
2977,2,485231
2978,3,1569316
2979,4,501790
2980,5,2561951
2981,6,2070085
2982,8,2076950
2983,9,2077380
2984,10,485234
2985,11,484779
2986,12,1569323
2987,13,1569316
2988,14,501792
2989,15,501337
2990,16,2069251
2991,17,2070139
2992,1,2097275
2993,2,490131
2994,3,1585344
2995,4,506586
2996,5,2587409
2997,6,2090385
2998,8,2097514
2999,9,2097952
3000,10,490134
3001,11,489681
3002,12,1585357
3003,13,1585348
3004,14,506592
3005,15,506147
3006,16,2089575
3007,17,2090457
3008,1,2117345
3009,2,495001
3010,3,1600852
3011,4,511454
3012,5,2612665
3013,6,2110917
3014,8,2117896
3015,9,2118332
3016,10,495006
3017,11,494551
3018,12,1600847
3019,13,1600842
3020,14,511456
3021,15,511009
3022,16,2110059
3023,17,2110949
3024,1,2137145
3025,2,499583
3026,3,1615842
3027,4,516160
3028,5,2636487
3029,6,2130759
3030,8,2137146
3031,9,2137566
3032,10,499584
3033,11,499135
3034,12,1615843
3035,13,1615844
3036,14,516164
3037,15,515715
3038,16,2129909
3039,17,2130797
3040,1,2157251
3041,2,504385
3042,3,1630990
3043,4,520926
3044,5,2661513
3045,6,2150861
3046,8,2157386
3047,9,2157806
3048,10,504388
3049,11,503935
3050,12,1630983
3051,13,1631010
3052,14,520934
3053,15,520487
3054,16,2149983
3055,17,2150913
3056,1,2177337
3057,2,509185
3058,3,1646114
3059,4,525632
3060,5,2686551
3061,6,2170703
3062,8,2177612
3063,9,2178042
3064,10,509190
3065,11,508739
3066,12,1646149
3067,13,1646146
3068,14,525638
3069,15,525189
3070,16,2169837
3071,17,2170723
3072,1,2197547
3073,2,514043
3074,3,1661722
3075,4,530528
3076,5,2711777
3077,6,2191351
3078,8,2197986
3079,9,2198422
3080,10,514048
3081,11,513591
3082,12,1661719
3083,13,1661716
3084,14,530526
3085,15,530079
3086,16,2190475
3087,17,2191355
3088,1,2217461
3089,2,518677
3090,3,1676036
3091,4,535006
3092,5,2735897
3093,6,2210183
3094,8,2217464
3095,9,2217896
3096,10,518678
3097,11,518223
3098,12,1676043
3099,13,1676042
3100,14,535006
3101,15,534567
3102,16,2209379
3103,17,2210265
3104,1,2237549
3105,2,523499
3106,3,1691200
3107,4,539730
3108,5,2760907
3109,6,2230167
3110,8,2237636
3111,9,2238084
3112,10,523502
3113,11,523049
3114,12,1691229
3115,13,1691230
3116,14,539756
3117,15,539311
3118,16,2229401
3119,17,2230261
3120,1,2257629
3121,2,528317
3122,3,1707114
3123,4,544694
3124,5,2785969
3125,6,2251061
3126,8,2257896
3127,9,2258328
3128,10,528324
3129,11,527871
3130,12,1707135
3131,13,1707128
3132,14,544698
3133,15,544253
3134,16,2250223
3135,17,2251115
3136,1,2278013
3137,2,533221
3138,3,1723056
3139,4,549588
3140,5,2811449
3141,6,2271751
3142,8,2278474
3143,9,2278902
3144,10,533224
3145,11,532767
3146,12,1723051
3147,13,1723046
3148,14,549586
3149,15,549139
3150,16,2270881
3151,17,2271765
3152,1,2297899
3153,2,537885
3154,3,1738358
3155,4,554382
3156,5,2835639
3157,6,2291997
3158,8,2297994
3159,9,2298432
3160,10,537888
3161,11,537433
3162,12,1738353
3163,13,1738356
3164,14,554390
3165,15,553941
3166,16,2291153
3167,17,2292049
3168,1,2317865
3169,2,542661
3170,3,1753406
3171,4,559066
3172,5,2860373
3173,6,2311757
3174,8,2317958
3175,9,2318398
3176,10,542666
3177,11,542203
3178,12,1753407
3179,13,1753404
3180,14,559074
3181,15,558625
3182,16,2310901
3183,17,2311797
3184,1,2337853
3185,2,547441
3186,3,1768544
3187,4,563756
3188,5,2885255
3189,6,2331485
3190,8,2338056
3191,9,2338494
3192,10,547446
3193,11,546995
3194,12,1768555
3195,13,1768552
3196,14,563758
3197,15,563309
3198,16,2330613
3199,17,2331491
3200,1,2358047
3201,2,552279
3202,3,1783720
3203,4,568478
3204,5,2910555
3205,6,2351343
3206,8,2358516
3207,9,2358950
3208,10,552282
3209,11,551827
3210,12,1783717
3211,13,1783714
3212,14,568478
3213,15,568029
3214,16,2350499
3215,17,2351453
3216,1,2378283
3217,2,556997
3218,3,1799458
3219,4,573395
3220,5,2935124
3221,6,2372098
3222,8,2378354
3223,9,2378791
3224,10,557001
3225,11,556546
3226,12,1799454
3227,13,1799453
3228,14,573395
3229,15,572946
3230,16,2371217
3231,17,2372098
3232,1,2398188
3233,2,561725
3234,3,1813989
3235,4,577824
3236,5,2959693
3237,6,2390817
3238,8,2398221
3239,9,2398647
3240,10,561731
3241,11,561280
3242,12,1813989
3243,13,1813985
3244,14,577835
3245,15,577389
3246,16,2389982
3247,17,2390858
3248,1,2418295
3249,2,566534
3250,3,1829040
3251,4,582544
3252,5,2984712
3253,6,2410743
3254,8,2418424
3255,9,2418870
3256,10,566540
3257,11,566087
3258,12,1829089
3259,13,1829070
3260,14,582558
3261,15,582109
3262,16,2409921
3263,17,2410797
3264,1,2438314
3265,2,571371
3266,3,1844482
3267,4,587388
3268,5,3009788
3269,6,2431177
3270,8,2438647
3271,9,2439089
3272,10,571375
3273,11,570920
3274,12,1844483
3275,13,1844486
3276,14,587396
3277,15,586959
3278,16,2430371
3279,17,2431271
3280,1,2458346
3281,2,576159
3282,3,1860306
3283,4,592278
3284,5,3034590
3285,6,2451821
3286,8,2458661
3287,9,2459101
3288,10,576161
3289,11,575710
3290,12,1860309
3291,13,1860314
3292,14,592286
3293,15,591835
3294,16,2450979
3295,17,2451871
3296,1,2478176
3297,2,580819
3298,3,1875006
3299,4,596874
3300,5,3058748
3301,6,2471207
3302,8,2478181
3303,9,2478601
3304,10,580821
3305,11,580366
3306,12,1875023
3307,13,1875056
3308,14,596878
3309,15,596429
3310,16,2470347
3311,17,2471249
3312,1,2498268
3313,2,585653
3314,3,1891310
3315,4,601838
3316,5,3083854
3317,6,2492139
3318,8,2498457
3319,9,2498895
3320,10,585659
3321,11,585204
3322,12,1891311
3323,13,1891306
3324,14,601842
3325,15,601393
3326,16,2491255
3327,17,2492141
3328,1,2518244
3329,2,590445
3330,3,1906688
3331,4,606616
3332,5,3108754
3333,6,2512268
3334,8,2518545
3335,9,2518985
3336,10,590451
3337,11,589998
3338,12,1906696
3339,13,1906700
3340,14,606628
3341,15,606174
3342,16,2511435
3343,17,2512328
3344,1,2538324
3345,2,595273
3346,3,1922121
3347,4,611527
3348,5,3133829
3349,6,2532964
3350,8,2538809
3351,9,2539225
3352,10,595279
3353,11,594824
3354,12,1922119
3355,13,1922131
3356,14,611529
3357,15,611081
3358,16,2532127
3359,17,2533009
3360,1,2558554
3361,2,599993
3362,3,1937411
3363,4,616080
3364,5,3158334
3365,6,2552170
3366,8,2558565
3367,9,2558985
3368,10,599997
3369,11,599542
3370,12,1937406
3371,13,1937427
3372,14,616083
3373,15,615640
3374,16,2551320
3375,17,2552202
3376,1,2578599
3377,2,604810
3378,3,1952825
3379,4,620947
3380,5,3183329
3381,6,2572676
3382,8,2578760
3383,9,2579198
3384,10,604816
3385,11,604363
3386,12,1952820
3387,13,1952819
3388,14,620947
3389,15,620526
3390,16,2571926
3391,17,2572820
3392,1,2598733
3393,2,609618
3394,3,1968387
3395,4,625729
3396,5,3208369
3397,6,2592872
3398,8,2599002
3399,9,2599440
3400,10,609622
3401,11,609167
3402,12,1968406
3403,13,1968399
3404,14,625735
3405,15,625288
3406,16,2592004
3407,17,2592890
3408,1,2619153
3409,2,614510
3410,3,1983987
3411,4,630595
3412,5,3233797
3413,6,2613408
3414,8,2619544
3415,9,2619972
3416,10,614514
3417,11,614057
3418,12,1983992
3419,13,1983997
3420,14,630613
3421,15,630160
3422,16,2612604
3423,17,2613496
3424,1,2638963
3425,2,619144
3426,3,1998969
3427,4,635289
3428,5,3257859
3429,6,2633180
3430,8,2638970
3431,9,2639398
3432,10,619148
3433,11,618693
3434,12,1998968
3435,13,1998959
3436,14,635289
3437,15,634846
3438,16,2632344
3439,17,2633196
3440,1,2659041
3441,2,623934
3442,3,2014157
3443,4,640053
3444,5,3282783
3445,6,2653250
3446,8,2659112
3447,9,2659544
3448,10,623940
3449,11,623485
3450,12,2014168
3451,13,2014165
3452,14,640073
3453,15,639606
3454,16,2652396
3455,17,2653336
3456,1,2679206
3457,2,628789
3458,3,2029775
3459,4,644919
3460,5,3308002
3461,6,2673816
3462,8,2679467
3463,9,2679903
3464,10,628796
3465,11,628340
3466,12,2029783
3467,13,2029779
3468,14,644927
3469,15,644483
3470,16,2672974
3471,17,2673857
3472,1,2699255
3473,2,633624
3474,3,2045423
3475,4,649699
3476,5,3333114
3477,6,2693992
3478,8,2699752
3479,9,2700181
3480,10,633630
3481,11,633174
3482,12,2045426
3483,13,2045424
3484,14,649709
3485,15,649266
3486,16,2693171
3487,17,2694058
3488,1,2719056
3489,2,638241
3490,3,2060737
3491,4,654494
3492,5,3357033
3493,6,2714165
3494,8,2719059
3495,9,2719482
3496,10,638245
3497,11,637789
3498,12,2060738
3499,13,2060736
3500,14,654496
3501,15,654049
3502,16,2713329
3503,17,2714217
3504,1,2739115
3505,2,643036
3506,3,2075455
3507,4,659107
3508,5,3381968
3509,6,2733659
3510,8,2739196
3511,9,2739627
3512,10,643042
3513,11,642584
3514,12,2075451
3515,13,2075450
3516,14,659111
3517,15,658665
3518,16,2732813
3519,17,2733727
3520,1,2759489
3521,2,647914
3522,3,2091077
3523,4,663955
3524,5,3407330
3525,6,2754177
3526,8,2759662
3527,9,2760095
3528,10,647918
3529,11,647466
3530,12,2091079
3531,13,2091114
3532,14,663969
3533,15,663527
3534,16,2753361
3535,17,2754249
3536,1,2779839
3537,2,652834
3538,3,2106521
3539,4,668691
3540,5,3432876
3541,6,2774143
3542,8,2780278
3543,9,2780729
3544,10,652840
3545,11,652384
3546,12,2106521
3547,13,2106528
3548,14,668697
3549,15,668249
3550,16,2773295
3551,17,2774195
3552,1,2799877
3553,2,657504
3554,3,2122095
3555,4,673559
3556,5,3457122
3557,6,2794647
3558,8,2799884
3559,9,2800295
3560,10,657508
3561,11,657052
3562,12,2122091
3563,13,2122088
3564,14,673567
3565,15,673119
3566,16,2793805
3567,17,2794691
3568,1,2820261
3569,2,662382
3570,3,2137899
3571,4,678175
3572,5,3482464
3573,6,2814147
3574,8,2820328
3575,9,2820771
3576,10,662390
3577,11,661936
3578,12,2137939
3579,13,2137938
3580,14,678185
3581,15,677737
3582,16,2813273
3583,17,2814253
3584,1,2840354
3585,2,667268
3586,3,2153804
3587,4,683196
3588,5,3507747
3589,6,2835253
3590,8,2840723
3591,9,2841156
3592,10,667274
3593,11,666818
3594,12,2153827
3595,13,2153798
3596,14,683194
3597,15,682748
3598,16,2834374
3599,17,2835257
3600,1,2860392
3601,2,672078
3602,3,2169140
3603,4,688102
3604,5,3532679
3605,6,2855972
3606,8,2860869
3607,9,2861302
3608,10,672083
3609,11,671623
3610,12,2169148
3611,13,2169143
3612,14,688109
3613,15,687664
3614,16,2855124
3615,17,2856011
3616,1,2880255
3617,2,676719
3618,3,2184779
3619,4,692935
3620,5,3556728
3621,6,2876348
3622,8,2880264
3623,9,2880694
3624,10,676723
3625,11,676267
3626,12,2184774
3627,13,2184771
3628,14,692949
3629,15,692500
3630,16,2875544
3631,17,2876417
3632,1,2900328
3633,2,681527
3634,3,2199814
3635,4,697663
3636,5,3581718
3637,6,2896252
3638,8,2900453
3639,9,2900889
3640,10,681530
3641,11,681078
3642,12,2199816
3643,13,2199827
3644,14,697671
3645,15,697222
3646,16,2895417
3647,17,2896281
3648,1,2920424
3649,2,686344
3650,3,2215188
3651,4,702537
3652,5,3606774
3653,6,2916822
3654,8,2920691
3655,9,2921123
3656,10,686348
3657,11,685892
3658,12,2215198
3659,13,2215189
3660,14,702543
3661,15,702096
3662,16,2915983
3663,17,2916861
3664,1,2940700
3665,2,691204
3666,3,2230828
3667,4,707391
3668,5,3632034
3669,6,2937282
3670,8,2941085
3671,9,2941523
3672,10,691210
